Generation,fitness,metabolic_error,amount_of_dna,nb_coding_rnas,nb_non_coding_rnas,nb_functional_genes,nb_non_functional_genes,nb_mut,nb_switch
3007,1.48164e-51,0.117039,5000,1.52832,15.9209,1,0.52832,0.0507812,0.0507812
3008,1.48019e-51,0.117073,5000,1.52539,15.9375,0.999023,0.526367,0.0488281,0.0488281
3009,1.48019e-51,0.117073,5000,1.52539,15.9512,0.999023,0.526367,0.0625,0.0625
3010,1.48164e-51,0.117039,5000,1.54688,16,1,0.546875,0.0507812,0.0507812
3011,1.4793e-51,0.117055,5000,1.55566,15.999,1,0.555664,0.0595703,0.0595703
3012,1.48164e-51,0.117039,5000,1.56543,16.1006,1,0.56543,0.0517578,0.0517578
3013,1.48164e-51,0.117039,5000,1.5791,16.1338,1,0.579102,0.0458984,0.0458984
3014,1.48164e-51,0.117039,5000,1.55078,16.002,1,0.550781,0.0400391,0.0400391
3015,1.48164e-51,0.117039,5000,1.54688,15.9766,1,0.546875,0.0507812,0.0507812
3016,1.48019e-51,0.117073,5000,1.51465,15.9346,0.999023,0.515625,0.0498047,0.0498047
3017,1.48164e-51,0.117039,5000,1.52637,16.0303,1,0.526367,0.0478516,0.0478516
3018,1.48164e-51,0.117039,5000,1.5166,16.0254,1,0.516602,0.0458984,0.0458984
3019,1.48019e-51,0.117073,5000,1.51465,15.9775,0.999023,0.515625,0.0498047,0.0498047
3020,1.48164e-51,0.117039,5000,1.51855,15.9424,1,0.518555,0.0488281,0.0488281
3021,1.48164e-51,0.117039,5000,1.51074,15.9307,1,0.510742,0.0556641,0.0556641
3022,1.48164e-51,0.117039,5000,1.50879,15.9131,1,0.508789,0.0556641,0.0556641
3023,1.48164e-51,0.117039,5000,1.50391,15.8887,1,0.503906,0.0546875,0.0546875
3024,1.48019e-51,0.117068,5000,1.51367,15.8799,1,0.513672,0.0556641,0.0556641
3025,1.48164e-51,0.117039,5000,1.51953,15.8779,1,0.519531,0.0498047,0.0498047
3026,1.48019e-51,0.117073,5000,1.51953,15.8213,0.999023,0.520508,0.0566406,0.0566406
3027,1.48019e-51,0.117054,5000,1.51855,15.6768,1,0.518555,0.0390625,0.0390625
3028,1.48164e-51,0.117039,5000,1.51953,15.6631,1,0.519531,0.0292969,0.0292969
3029,1.4773e-51,0.11713,5000,1.53516,15.6621,0.998047,0.537109,0.0527344,0.0527344
3030,1.48164e-51,0.117039,5000,1.54102,15.7822,1,0.541016,0.0478516,0.0478516
3031,1.48164e-51,0.117039,5000,1.5498,15.8193,1,0.549805,0.0576172,0.0576172
3032,1.48019e-51,0.117061,5000,1.56152,15.9482,1,0.561523,0.046875,0.046875
3033,1.48164e-51,0.117039,5000,1.57422,15.9404,1,0.574219,0.0439453,0.0439453
3034,1.48019e-51,0.117073,5000,1.55371,15.8516,0.999023,0.554688,0.0478516,0.0478516
3035,1.48019e-51,0.117073,5000,1.53613,15.7734,0.999023,0.537109,0.0439453,0.0439453
3036,1.48019e-51,0.117073,5000,1.5332,15.752,0.999023,0.53418,0.0576172,0.0576172
3037,1.48019e-51,0.117073,5000,1.52246,15.7266,1,0.523438,0.0556641,0.0556641
3038,1.48164e-51,0.117039,5000,1.52148,15.7188,1,0.521484,0.046875,0.046875
3039,1.47875e-51,0.117108,5000,1.52246,15.5986,1,0.524414,0.0478516,0.0478516
3040,1.47875e-51,0.117108,5000,1.52441,15.6562,0.998047,0.526367,0.0654297,0.0654297
3041,1.48164e-51,0.117039,5000,1.52246,15.6621,1,0.522461,0.0507812,0.0507812
3042,1.48164e-51,0.117039,5000,1.52051,15.5889,1,0.520508,0.0576172,0.0576172
3043,1.4793e-51,0.117055,5000,1.54785,15.6201,1,0.547852,0.0488281,0.0488281
3044,1.48075e-51,0.11704,5000,1.53809,15.6543,1,0.538086,0.0371094,0.0371094
3045,1.47875e-51,0.117069,5000,1.55273,15.7402,1,0.552734,0.0527344,0.0527344
3046,1.48164e-51,0.117039,5000,1.56152,15.6904,1,0.561523,0.0419922,0.0419922
3047,1.48019e-51,0.117073,5000,1.56445,15.75,0.999023,0.56543,0.0478516,0.0478516
3048,1.48019e-51,0.117054,5000,1.58594,15.8691,1,0.585938,0.0380859,0.0380859
3049,1.48164e-51,0.117039,5000,1.58105,15.8076,1,0.581055,0.0537109,0.0537109
3050,1.47875e-51,0.117069,5000,1.58984,15.8711,1,0.589844,0.0380859,0.0380859
3051,1.48164e-51,0.117039,5000,1.59766,15.8594,1,0.597656,0.0527344,0.0527344
3052,1.48164e-51,0.117039,5000,1.59082,15.7852,1,0.59082,0.0439453,0.0439453
3053,1.48019e-51,0.117073,5000,1.5957,15.7949,0.999023,0.59668,0.0488281,0.0488281
3054,1.48164e-51,0.117039,5000,1.60742,15.8174,1,0.607422,0.0566406,0.0566406
3055,1.48164e-51,0.117039,5000,1.61914,15.8926,1,0.619141,0.0556641,0.0556641
3056,1.48164e-51,0.117039,5000,1.61426,15.8154,1,0.614258,0.0556641,0.0556641
3057,1.48164e-51,0.117039,5000,1.62012,15.9297,1,0.620117,0.0478516,0.0478516
3058,1.48164e-51,0.117039,5000,1.61523,15.8975,1,0.615234,0.0390625,0.0390625
3059,1.48164e-51,0.117039,5000,1.61426,15.9102,1,0.614258,0.0507812,0.0507812
3060,1.48019e-51,0.117054,5000,1.6377,16.0225,1,0.637695,0.0498047,0.0498047
3061,1.48164e-51,0.117039,5000,1.6377,16.0117,1,0.637695,0.0439453,0.0439453
3062,1.48019e-51,0.117054,5000,1.6377,15.998,1,0.637695,0.0478516,0.0478516
3063,1.48019e-51,0.117073,5000,1.62598,15.9668,1,0.626953,0.0498047,0.0498047
3064,1.48164e-51,0.117039,5000,1.64062,16.0488,1,0.640625,0.0546875,0.0546875
3065,1.48164e-51,0.117039,5000,1.62598,15.9482,1,0.625977,0.0537109,0.0537109
3066,1.48164e-51,0.117039,5000,1.62305,15.9492,1,0.623047,0.0576172,0.0576172
3067,1.48164e-51,0.117039,5000,1.58691,15.8027,1,0.586914,0.0400391,0.0400391
3068,1.48075e-51,0.11704,5000,1.55762,15.709,1,0.557617,0.0517578,0.0517578
3069,1.48164e-51,0.117039,5000,1.55762,15.7402,1,0.557617,0.0478516,0.0478516
3070,1.48164e-51,0.117039,5000,1.54199,15.627,1,0.541992,0.0361328,0.0361328
3071,1.48019e-51,0.117054,5000,1.54492,15.7217,1,0.544922,0.0458984,0.0458984
3072,1.48075e-51,0.11704,5000,1.56152,15.8271,1,0.561523,0.0625,0.0625
3073,1.48019e-51,0.117046,5000,1.56152,15.8398,1.00098,0.560547,0.0527344,0.0527344
3074,1.48164e-51,0.117039,5000,1.56543,15.8975,1,0.56543,0.0507812,0.0507812
3075,1.48164e-51,0.117039,5000,1.58301,15.9395,1,0.583008,0.0595703,0.0595703
3076,1.48164e-51,0.117039,5000,1.59277,15.9688,1,0.592773,0.0507812,0.0507812
3077,1.47875e-51,0.117088,5000,1.58496,15.9473,0.999023,0.585938,0.0537109,0.0537109
3078,1.48019e-51,0.117054,5000,1.58691,15.9492,1,0.586914,0.0566406,0.0566406
3079,1.48019e-51,0.117073,5000,1.58984,15.9414,0.999023,0.59082,0.046875,0.046875
3080,1.48019e-51,0.117073,5000,1.58789,15.9463,0.999023,0.588867,0.0654297,0.0654297
3081,1.48019e-51,0.117073,5000,1.60449,15.998,0.999023,0.605469,0.0507812,0.0507812
3082,1.48164e-51,0.117039,5000,1.59375,15.917,1,0.59375,0.0507812,0.0507812
3083,1.48164e-51,0.117039,5000,1.57324,15.7793,1,0.573242,0.0556641,0.0556641
3084,1.48164e-51,0.117039,5000,1.55664,15.6836,1,0.556641,0.0517578,0.0517578
3085,1.48019e-51,0.117073,5000,1.56055,15.7354,0.999023,0.561523,0.0537109,0.0537109
3086,1.48164e-51,0.117039,5000,1.55762,15.7041,1,0.557617,0.0439453,0.0439453
3087,1.48019e-51,0.117054,5000,1.55762,15.6387,1,0.557617,0.0488281,0.0488281
3088,1.48164e-51,0.117039,5000,1.53418,15.5801,1,0.53418,0.0537109,0.0537109
3089,1.48019e-51,0.117054,5000,1.53223,15.4688,1,0.532227,0.0488281,0.0488281
3090,1.48164e-51,0.117039,5000,1.54395,15.5615,1,0.543945,0.0605469,0.0605469
3091,1.48164e-51,0.117039,5000,1.52344,15.5088,1,0.523438,0.0458984,0.0458984
3092,1.48164e-51,0.117039,5000,1.54297,15.5508,1,0.542969,0.0546875,0.0546875
3093,1.48019e-51,0.117073,5000,1.53711,15.6328,0.999023,0.538086,0.0400391,0.0400391
3094,1.48164e-51,0.117039,5000,1.54102,15.6719,1,0.541016,0.0449219,0.0449219
3095,1.48019e-51,0.117073,5000,1.54688,15.6924,0.999023,0.547852,0.0458984,0.0458984
3096,1.48164e-51,0.117039,5000,1.54102,15.6387,1,0.541016,0.046875,0.046875
3097,1.48164e-51,0.117039,5000,1.54395,15.624,1,0.543945,0.0429688,0.0429688
3098,1.48164e-51,0.117039,5000,1.5332,15.5605,1,0.533203,0.0517578,0.0517578
3099,1.48164e-51,0.117039,5000,1.51758,15.5449,1,0.517578,0.0527344,0.0527344
3100,1.48019e-51,0.117054,5000,1.54395,15.7119,1,0.543945,0.0537109,0.0537109
3101,1.47875e-51,0.117108,5000,1.54297,15.7871,0.998047,0.544922,0.0419922,0.0419922
3102,1.48164e-51,0.117039,5000,1.53516,15.7793,1,0.535156,0.0517578,0.0517578
3103,1.4773e-51,0.117123,5000,1.52246,15.7812,0.998047,0.524414,0.0351562,0.0351562
3104,1.48164e-51,0.117039,5000,1.53613,15.8174,1,0.536133,0.0371094,0.0371094
3105,1.48164e-51,0.117039,5000,1.52832,15.7354,1,0.52832,0.0449219,0.0449219
3106,1.48019e-51,0.117061,5000,1.51465,15.667,1,0.514648,0.0458984,0.0458984
3107,1.48164e-51,0.117039,5000,1.51465,15.6289,1,0.514648,0.0458984,0.0458984
3108,1.48164e-51,0.117039,5000,1.50879,15.5752,1,0.508789,0.0566406,0.0566406
3109,1.48164e-51,0.117039,5000,1.49512,15.4766,1,0.495117,0.0537109,0.0537109
3110,1.47875e-51,0.117069,5000,1.48926,15.5,1,0.489258,0.0664062,0.0664062
3111,1.48164e-51,0.117039,5000,1.49023,15.5049,1,0.490234,0.0488281,0.0488281
3112,1.48019e-51,0.117073,5000,1.49902,15.6035,0.999023,0.5,0.0351562,0.0351562
3113,1.47875e-51,0.117097,5000,1.50684,15.6514,1,0.506836,0.0410156,0.0410156
3114,1.47585e-51,0.117119,5000,1.50195,15.6445,0.999023,0.50293,0.0517578,0.0517578
3115,1.48164e-51,0.117039,5000,1.49121,15.6045,1,0.491211,0.0488281,0.0488281
3116,1.48019e-51,0.117073,5000,1.48535,15.5713,0.999023,0.486328,0.046875,0.046875
3117,1.4793e-51,0.117055,5000,1.46777,15.5166,1,0.467773,0.0410156,0.0410156
3118,1.4793e-51,0.117055,5000,1.46777,15.5176,1,0.467773,0.0410156,0.0410156
3119,1.48075e-51,0.11704,5000,1.4668,15.5176,1,0.466797,0.046875,0.046875
3120,1.48019e-51,0.117073,5000,1.46094,15.5088,0.999023,0.461914,0.0566406,0.0566406
3121,1.47875e-51,0.11709,5000,1.4541,15.5391,1,0.454102,0.0605469,0.0605469
3122,1.48164e-51,0.117039,5000,1.44043,15.4941,1,0.44043,0.0507812,0.0507812
3123,1.48019e-51,0.117054,5000,1.43262,15.4648,1,0.432617,0.0546875,0.0546875
3124,1.48164e-51,0.117039,5000,1.4248,15.4639,1,0.424805,0.0439453,0.0439453
3125,1.48164e-51,0.117039,5000,1.41504,15.5088,1,0.415039,0.046875,0.046875
3126,1.47875e-51,0.117069,5000,1.41211,15.4189,1,0.412109,0.0419922,0.0419922
3127,1.48164e-51,0.117039,5000,1.41602,15.4346,1,0.416016,0.0429688,0.0429688
3128,1.48164e-51,0.117039,5000,1.40625,15.4189,1,0.40625,0.0566406,0.0566406
3129,1.48164e-51,0.117039,5000,1.4209,15.4189,1,0.420898,0.0576172,0.0576172
3130,1.48019e-51,0.117073,5000,1.42969,15.4004,0.999023,0.430664,0.046875,0.046875
3131,1.48164e-51,0.117039,5000,1.44824,15.3955,1,0.448242,0.0449219,0.0449219
3132,1.48075e-51,0.11704,5000,1.43555,15.3252,1,0.435547,0.0527344,0.0527344
3133,1.48075e-51,0.11704,5000,1.43359,15.3018,1,0.433594,0.0576172,0.0576172
3134,1.48019e-51,0.117073,5000,1.44629,15.3271,0.999023,0.447266,0.0517578,0.0517578
3135,1.48164e-51,0.117039,5000,1.44043,15.377,1,0.44043,0.0498047,0.0498047
3136,1.47785e-51,0.117089,5000,1.43652,15.4092,0.999023,0.4375,0.0546875,0.0546875
3137,1.48075e-51,0.11704,5000,1.46973,15.5234,1,0.469727,0.0478516,0.0478516
3138,1.48075e-51,0.11704,5000,1.48633,15.5967,1,0.486328,0.0595703,0.0595703
3139,1.48019e-51,0.117073,5000,1.48828,15.5938,0.999023,0.489258,0.0605469,0.0605469
3140,1.48164e-51,0.117039,5000,1.49023,15.6045,1,0.490234,0.0478516,0.0478516
3141,1.48164e-51,0.117039,5000,1.47461,15.5752,1,0.474609,0.0498047,0.0498047
3142,1.48164e-51,0.117039,5000,1.49805,15.7217,1,0.498047,0.0498047,0.0498047
3143,1.48164e-51,0.117039,5000,1.50391,15.6865,1,0.503906,0.0449219,0.0449219
3144,1.48019e-51,0.117054,5000,1.50879,15.8252,1,0.508789,0.046875,0.046875
3145,1.48019e-51,0.117054,5000,1.49805,15.71,1,0.498047,0.0625,0.0625
3146,1.47875e-51,0.117108,5000,1.49023,15.668,0.999023,0.492188,0.046875,0.046875
3147,1.48164e-51,0.117039,5000,1.48145,15.5195,1,0.481445,0.0400391,0.0400391
3148,1.48164e-51,0.117039,5000,1.50098,15.5439,1,0.500977,0.046875,0.046875
3149,1.48164e-51,0.117039,5000,1.47656,15.4473,1,0.476562,0.0380859,0.0380859
3150,1.48164e-51,0.117039,5000,1.47656,15.4209,1,0.476562,0.0546875,0.0546875
3151,1.48019e-51,0.117073,5000,1.4873,15.4746,1,0.488281,0.0517578,0.0517578
3152,1.48019e-51,0.117073,5000,1.48145,15.4268,0.999023,0.482422,0.0498047,0.0498047
3153,1.48164e-51,0.117039,5000,1.48926,15.4219,1,0.489258,0.0400391,0.0400391
3154,1.48164e-51,0.117039,5000,1.50098,15.4141,1,0.500977,0.0537109,0.0537109
3155,1.47875e-51,0.117083,5000,1.50391,15.3965,1,0.503906,0.0556641,0.0556641
3156,1.48164e-51,0.117039,5000,1.51953,15.3662,1,0.519531,0.0556641,0.0556641
3157,1.48164e-51,0.117039,5000,1.52344,15.4082,1,0.523438,0.0546875,0.0546875
3158,1.48164e-51,0.117039,5000,1.51074,15.4736,1,0.510742,0.0351562,0.0351562
3159,1.48164e-51,0.117039,5000,1.51953,15.4346,1,0.519531,0.0498047,0.0498047
3160,1.48019e-51,0.117054,5000,1.53027,15.5127,1,0.530273,0.0537109,0.0537109
3161,1.48164e-51,0.117039,5000,1.54297,15.5361,1,0.542969,0.0576172,0.0576172
3162,1.47875e-51,0.117069,5000,1.54297,15.4941,1,0.542969,0.0566406,0.0566406
3163,1.48164e-51,0.117039,5000,1.55176,15.5342,1,0.551758,0.0595703,0.0595703
3164,1.47875e-51,0.117088,5000,1.54004,15.5156,0.999023,0.541016,0.0410156,0.0410156
3165,1.47875e-51,0.117069,5000,1.53711,15.5332,1,0.537109,0.0546875,0.0546875
3166,1.48075e-51,0.11704,5000,1.52051,15.5195,1,0.520508,0.0498047,0.0498047
3167,1.47985e-51,0.117041,5000,1.52441,15.4883,1,0.524414,0.0380859,0.0380859
3168,1.48075e-51,0.11704,5000,1.52344,15.5049,1,0.523438,0.0361328,0.0361328
3169,1.48019e-51,0.117073,5000,1.51758,15.4541,0.999023,0.518555,0.0546875,0.0546875
3170,1.48019e-51,0.117073,5000,1.52734,15.4287,0.999023,0.52832,0.0537109,0.0537109
3171,1.48019e-51,0.117073,5000,1.52734,15.335,0.999023,0.52832,0.0458984,0.0458984
3172,1.48164e-51,0.117039,5000,1.53613,15.4463,1,0.536133,0.0595703,0.0595703
3173,1.48019e-51,0.117054,5000,1.53809,15.3945,1,0.538086,0.0556641,0.0556641
3174,1.48019e-51,0.117073,5000,1.55469,15.4395,0.999023,0.555664,0.0429688,0.0429688
3175,1.48164e-51,0.117039,5000,1.56543,15.457,1,0.56543,0.0351562,0.0351562
3176,1.48019e-51,0.117073,5000,1.56738,15.501,0.999023,0.568359,0.0605469,0.0605469
3177,1.48019e-51,0.117081,5000,1.5625,15.4102,1,0.5625,0.0439453,0.0439453
3178,1.47875e-51,0.117108,5000,1.57422,15.4102,0.998047,0.576172,0.0615234,0.0615234
3179,1.48164e-51,0.117039,5000,1.56836,15.3564,1,0.568359,0.0332031,0.0332031
3180,1.48164e-51,0.117039,5000,1.57617,15.3848,1,0.576172,0.0517578,0.0517578
3181,1.48164e-51,0.117039,5000,1.57031,15.3516,1,0.570312,0.0566406,0.0566406
3182,1.47875e-51,0.117108,5000,1.54785,15.3535,0.998047,0.549805,0.0458984,0.0458984
3183,1.48164e-51,0.117039,5000,1.55469,15.4746,1,0.554688,0.0517578,0.0517578
3184,1.47875e-51,0.117082,5000,1.56152,15.5566,1,0.561523,0.0371094,0.0371094
3185,1.48164e-51,0.117039,5000,1.55762,15.498,1,0.557617,0.0585938,0.0585938
3186,1.48019e-51,0.117054,5000,1.55566,15.5186,1,0.555664,0.0488281,0.0488281
3187,1.48019e-51,0.117073,5000,1.55176,15.4277,0.999023,0.552734,0.0546875,0.0546875
3188,1.48164e-51,0.117039,5000,1.56348,15.501,1,0.563477,0.0410156,0.0410156
3189,1.48164e-51,0.117039,5000,1.57617,15.6396,1,0.576172,0.0498047,0.0498047
3190,1.48164e-51,0.117039,5000,1.58008,15.707,1,0.580078,0.0400391,0.0400391
3191,1.48164e-51,0.117039,5000,1.6084,15.709,1,0.608398,0.046875,0.046875
3192,1.48164e-51,0.117039,5000,1.62305,15.7539,1,0.623047,0.0546875,0.0546875
3193,1.48019e-51,0.117073,5000,1.6123,15.834,0.999023,0.613281,0.0400391,0.0400391
3194,1.48019e-51,0.117067,5000,1.59863,15.749,1,0.598633,0.046875,0.046875
3195,1.48019e-51,0.117067,5000,1.58594,15.6523,1,0.585938,0.0439453,0.0439453
3196,1.48164e-51,0.117039,5000,1.59668,15.6758,1,0.59668,0.0458984,0.0458984
3197,1.48164e-51,0.117039,5000,1.6084,15.6055,1,0.608398,0.0488281,0.0488281
3198,1.48164e-51,0.117039,5000,1.60547,15.668,1,0.605469,0.0439453,0.0439453
3199,1.48019e-51,0.117073,5000,1.5918,15.7461,0.999023,0.592773,0.046875,0.046875
3200,1.48164e-51,0.117039,5000,1.58984,15.7441,1,0.589844,0.0498047,0.0498047
3201,1.48164e-51,0.117039,5000,1.60938,15.8486,1,0.609375,0.0498047,0.0498047
3202,1.48019e-51,0.117073,5000,1.60645,15.8633,0.999023,0.607422,0.0410156,0.0410156
3203,1.48164e-51,0.117039,5000,1.60645,15.8037,1,0.606445,0.0537109,0.0537109
3204,1.48164e-51,0.117039,5000,1.60938,15.8311,1,0.609375,0.0566406,0.0566406
3205,1.48164e-51,0.117039,5000,1.61523,15.8037,1,0.615234,0.0439453,0.0439453
3206,1.4793e-51,0.117074,5000,1.59766,15.6406,0.999023,0.598633,0.0546875,0.0546875
3207,1.48019e-51,0.117054,5000,1.5918,15.6641,1,0.591797,0.0429688,0.0429688
3208,1.48019e-51,0.117073,5000,1.60059,15.6523,0.999023,0.601562,0.046875,0.046875
3209,1.47875e-51,0.117088,5000,1.61621,15.7266,0.999023,0.617188,0.0517578,0.0517578
3210,1.48164e-51,0.117039,5000,1.62598,15.7354,1,0.625977,0.0585938,0.0585938
3211,1.48019e-51,0.117054,5000,1.61523,15.6729,1,0.615234,0.0507812,0.0507812
3212,1.48164e-51,0.117039,5000,1.59375,15.5986,1,0.59375,0.0566406,0.0566406
3213,1.48075e-51,0.11704,5000,1.57617,15.6025,1,0.576172,0.0498047,0.0498047
3214,1.4793e-51,0.117074,5000,1.56543,15.6426,0.999023,0.566406,0.0556641,0.0556641
3215,1.48075e-51,0.11704,5000,1.56055,15.6631,1,0.560547,0.0449219,0.0449219
3216,1.47785e-51,0.117109,5000,1.55176,15.6035,0.998047,0.553711,0.0517578,0.0517578
3217,1.48019e-51,0.117073,5000,1.5625,15.6455,0.999023,0.563477,0.0595703,0.0595703
3218,1.48164e-51,0.117039,5000,1.57031,15.7051,1,0.570312,0.0488281,0.0488281
3219,1.48164e-51,0.117039,5000,1.58203,15.6738,1,0.582031,0.0458984,0.0458984
3220,1.48164e-51,0.117039,5000,1.56543,15.5996,1,0.56543,0.0546875,0.0546875
3221,1.47875e-51,0.117088,5000,1.58203,15.709,0.999023,0.583008,0.0449219,0.0449219
3222,1.48164e-51,0.117039,5000,1.58984,15.7158,1,0.589844,0.0488281,0.0488281
3223,1.48164e-51,0.117039,5000,1.56445,15.6406,1,0.564453,0.0498047,0.0498047
3224,1.48164e-51,0.117039,5000,1.55371,15.54,1,0.553711,0.0458984,0.0458984
3225,1.48164e-51,0.117039,5000,1.56152,15.5,1,0.561523,0.0478516,0.0478516
3226,1.48019e-51,0.117054,5000,1.54297,15.4277,1,0.542969,0.0634766,0.0634766
3227,1.48164e-51,0.117039,5000,1.55762,15.4414,1,0.557617,0.0449219,0.0449219
3228,1.48164e-51,0.117039,5000,1.5459,15.5215,1,0.545898,0.0546875,0.0546875
3229,1.48164e-51,0.117039,5000,1.54395,15.5059,1,0.543945,0.0546875,0.0546875
3230,1.48164e-51,0.117039,5000,1.56055,15.4941,1,0.560547,0.0546875,0.0546875
3231,1.48164e-51,0.117039,5000,1.55078,15.4268,1,0.550781,0.0507812,0.0507812
3232,1.48019e-51,0.117073,5000,1.55664,15.5615,0.999023,0.557617,0.0400391,0.0400391
3233,1.48164e-51,0.117039,5000,1.5752,15.6992,1,0.575195,0.0478516,0.0478516
3234,1.48164e-51,0.117039,5000,1.57324,15.748,1,0.573242,0.0478516,0.0478516
3235,1.48019e-51,0.117061,5000,1.56738,15.709,1,0.567383,0.0664062,0.0664062
3236,1.47875e-51,0.117088,5000,1.56445,15.7031,0.999023,0.56543,0.0507812,0.0507812
3237,1.48164e-51,0.117039,5000,1.58301,15.7539,1,0.583008,0.03125,0.03125
3238,1.48019e-51,0.117054,5000,1.57715,15.7871,1,0.577148,0.0429688,0.0429688
3239,1.48164e-51,0.117039,5000,1.58789,15.8691,1,0.587891,0.0517578,0.0517578
3240,1.48164e-51,0.117039,5000,1.59375,15.9336,1,0.59375,0.0507812,0.0507812
3241,1.47875e-51,0.117108,5000,1.59082,16.0312,0.998047,0.592773,0.0478516,0.0478516
3242,1.48164e-51,0.117039,5000,1.58984,15.9795,1,0.589844,0.0605469,0.0605469
3243,1.48164e-51,0.117039,5000,1.61816,16.1455,1,0.618164,0.0566406,0.0566406
3244,1.48164e-51,0.117039,5000,1.61426,16.208,1,0.614258,0.0595703,0.0595703
3245,1.48019e-51,0.11705,5000,1.625,16.2568,1.00098,0.624023,0.0625,0.0625
3246,1.48164e-51,0.117039,5000,1.61328,16.0469,1,0.613281,0.0341797,0.0341797
3247,1.48019e-51,0.117054,5000,1.60254,16.0049,1,0.602539,0.046875,0.046875
3248,1.48164e-51,0.117039,5000,1.58496,15.9717,1,0.584961,0.0517578,0.0517578
3249,1.47875e-51,0.117108,5000,1.60449,15.8525,0.998047,0.606445,0.0507812,0.0507812
3250,1.48019e-51,0.117073,5000,1.6084,15.791,0.999023,0.609375,0.0595703,0.0595703
3251,1.48164e-51,0.117039,5000,1.60254,15.8281,1,0.602539,0.0537109,0.0537109
3252,1.48164e-51,0.117039,5000,1.5918,15.7637,1,0.591797,0.0615234,0.0615234
3253,1.48164e-51,0.117039,5000,1.60059,15.7363,1,0.600586,0.0439453,0.0439453
3254,1.48164e-51,0.117039,5000,1.58789,15.5605,1,0.587891,0.0332031,0.0332031
3255,1.48164e-51,0.117039,5000,1.5957,15.6104,1,0.595703,0.0537109,0.0537109
3256,1.47875e-51,0.117108,5000,1.55371,15.6328,0.998047,0.555664,0.0605469,0.0605469
3257,1.48164e-51,0.117039,5000,1.54492,15.6553,1,0.544922,0.046875,0.046875
3258,1.48164e-51,0.117039,5000,1.54297,15.6426,1,0.542969,0.0507812,0.0507812
3259,1.48164e-51,0.117039,5000,1.5332,15.6562,1,0.533203,0.0488281,0.0488281
3260,1.48019e-51,0.117073,5000,1.54688,15.7471,0.999023,0.547852,0.0429688,0.0429688
3261,1.48164e-51,0.117039,5000,1.55469,15.7236,1,0.554688,0.0546875,0.0546875
3262,1.48164e-51,0.117039,5000,1.5498,15.6689,1,0.549805,0.0507812,0.0507812
3263,1.48019e-51,0.117073,5000,1.56055,15.7188,0.999023,0.561523,0.0371094,0.0371094
3264,1.48019e-51,0.117073,5000,1.57324,15.7188,0.999023,0.574219,0.0371094,0.0371094
3265,1.48164e-51,0.117039,5000,1.58203,15.8193,1,0.582031,0.0458984,0.0458984
3266,1.48019e-51,0.117061,5000,1.61035,15.8594,1,0.610352,0.0380859,0.0380859
3267,1.48164e-51,0.117039,5000,1.63379,15.9512,1,0.633789,0.0507812,0.0507812
3268,1.48164e-51,0.117039,5000,1.63379,15.9434,1,0.633789,0.0556641,0.0556641
3269,1.48019e-51,0.117073,5000,1.65137,15.9902,0.999023,0.652344,0.046875,0.046875
3270,1.48019e-51,0.117073,5000,1.64648,15.9082,0.999023,0.647461,0.0400391,0.0400391
3271,1.47875e-51,0.117089,5000,1.66113,16.0117,1,0.661133,0.0517578,0.0517578
3272,1.48019e-51,0.117073,5000,1.64746,15.9863,0.999023,0.648438,0.0527344,0.0527344
3273,1.48164e-51,0.117039,5000,1.65234,16.1309,1,0.652344,0.0517578,0.0517578
3274,1.47875e-51,0.117108,5000,1.63965,16.1152,0.998047,0.641602,0.046875,0.046875
3275,1.48164e-51,0.117039,5000,1.63672,16.1455,1,0.636719,0.0449219,0.0449219
3276,1.48164e-51,0.117039,5000,1.62305,16.1992,1,0.623047,0.0498047,0.0498047
3277,1.48164e-51,0.117039,5000,1.62109,16.2148,1,0.621094,0.0634766,0.0634766
3278,1.47875e-51,0.117108,5000,1.61816,16.1045,0.998047,0.620117,0.0361328,0.0361328
3279,1.48164e-51,0.117039,5000,1.6416,16.1279,1,0.641602,0.0546875,0.0546875
3280,1.4773e-51,0.117143,5000,1.63672,16.0908,0.99707,0.639648,0.0654297,0.0654297
3281,1.47585e-51,0.117132,5000,1.6377,16.1611,0.999023,0.638672,0.0742188,0.0742188
3282,1.48164e-51,0.117039,5000,1.62012,16.0967,1,0.620117,0.0507812,0.0507812
3283,1.48019e-51,0.117054,5000,1.61133,16.0566,1,0.611328,0.0488281,0.0488281
3284,1.48019e-51,0.117054,5000,1.60059,16.0156,1,0.600586,0.0410156,0.0410156
3285,1.48164e-51,0.117039,5000,1.60645,15.9287,1,0.606445,0.0458984,0.0458984
3286,1.48164e-51,0.117039,5000,1.60547,15.9922,1,0.605469,0.0517578,0.0517578
3287,1.48019e-51,0.117073,5000,1.5752,16.0273,0.999023,0.576172,0.0507812,0.0507812
3288,1.48164e-51,0.117039,5000,1.58398,16.0488,1,0.583984,0.0537109,0.0537109
3289,1.48164e-51,0.117039,5000,1.58594,16.1221,1,0.585938,0.0498047,0.0498047
3290,1.48164e-51,0.117039,5000,1.57812,16.0771,1,0.578125,0.0341797,0.0341797
3291,1.48164e-51,0.117039,5000,1.5752,16.1553,1,0.575195,0.0507812,0.0507812
3292,1.47875e-51,0.117069,5000,1.59863,16.1738,1,0.598633,0.0585938,0.0585938
3293,1.47875e-51,0.117088,5000,1.58594,16.1572,0.999023,0.586914,0.0507812,0.0507812
